"Time (s) Run #1","Output Voltage, Ch V (V) Run #1","Voltage, Ch A (V) Run #1","Time (s) Run #2","Output Voltage, Ch V (V) Run #2","Voltage, Ch A (V) Run #2","Time (s) Run #3","Output Voltage, Ch V (V) Run #3","Voltage, Ch A (V) Run #3","Time (s) Run #4","Output Voltage, Ch V (V) Run #4","Voltage, Ch A (V) Run #4","Time (s) Run #5","Output Voltage, Ch V (V) Run #5","Voltage, Ch A (V) Run #5","Time (s) Run #6","Output Voltage, Ch V (V) Run #6","Voltage, Ch A (V) Run #6","Time (s) Run #7","Output Voltage, Ch V (V) Run #7","Voltage, Ch A (V) Run #7","Time (s) Run #8","Output Voltage, Ch V (V) Run #8","Voltage, Ch A (V) Run #8","Time (s) Run #9","Output Voltage, Ch V (V) Run #9","Voltage, Ch A (V) Run #9","Time (s) Run #10","Output Voltage, Ch V (V) Run #10","Voltage, Ch A (V) Run #10","Time (s) Run #11","Output Voltage, Ch V (V) Run #11","Voltage, Ch A (V) Run #11","Time (s) Run #12","Output Voltage, Ch V (V) Run #12","Voltage, Ch A (V) Run #12","Time (s) Run #13","Output Voltage, Ch V (V) Run #13","Voltage, Ch A (V) Run #13","Time (s) Run #14","Output Voltage, Ch V (V) Run #14","Voltage, Ch A (V) Run #14","Time (s) Run #15","Output Voltage, Ch V (V) Run #15","Voltage, Ch A (V) Run #15","Time (s) Run #16","Output Voltage, Ch V (V) Run #16","Voltage, Ch A (V) Run #16","Time (s) Run #17","Output Voltage, Ch V (V) Run #17","Voltage, Ch A (V) Run #17","Time (s) Run #18","Output Voltage, Ch V (V) Run #18","Voltage, Ch A (V) Run #18","Time (s) Run #19","Output Voltage, Ch V (V) Run #19","Voltage, Ch A (V) Run #19","Time (s) Run #20","Output Voltage, Ch V (V) Run #20","Voltage, Ch A (V) Run #20","Time (s) Run #21","Output Voltage, Ch V (V) Run #21","Voltage, Ch A (V) Run #21"
4.180E-4,4.616,0.003,4.180E-4,1.275,0.025,4.180E-4,4.638,0.021,4.180E-4,4.862,0.014,4.180E-4,2.975,-0.010,4.180E-4,-4.949,-0.029,4.180E-4,1.599,0.076,4.180E-4,-3.743,-0.075,4.180E-4,2.413,0.077,4.180E-4,4.516,0.100,4.180E-4,-4.960,-0.094,4.180E-4,-0.502,0.016,4.180E-4,-3.483,-0.076,4.180E-4,-4.855,-0.104,4.180E-4,3.268,0.099,4.180E-4,-0.636,-0.033,4.180E-4,-3.906,-0.056,4.180E-4,-4.269,-0.071,4.180E-4,-3.716,-0.011,4.180E-4,-3.849,0.008,4.180E-4,4.989,0.001
4.200E-4,4.595,0.005,4.200E-4,1.332,0.030,4.200E-4,4.662,0.021,4.200E-4,4.848,0.014,4.200E-4,2.865,-0.009,4.200E-4,-4.988,-0.031,4.200E-4,2.181,0.082,4.200E-4,-4.448,-0.086,4.200E-4,3.421,0.091,4.200E-4,3.852,0.080,4.200E-4,-4.717,-0.084,4.200E-4,0.748,0.043,4.200E-4,-4.262,-0.089,4.200E-4,-4.971,-0.104,4.200E-4,4.105,0.121,4.200E-4,-1.248,-0.045,4.200E-4,-3.483,-0.043,4.200E-4,-4.938,-0.110,4.200E-4,-3.499,-0.005,4.200E-4,-3.771,0.007,4.200E-4,4.984,0.004
4.220E-4,4.573,0.005,4.220E-4,1.391,0.030,4.220E-4,4.684,0.021,4.220E-4,4.831,0.014,4.220E-4,2.761,-0.009,4.220E-4,-5.001,-0.028,4.220E-4,2.727,0.091,4.220E-4,-4.871,-0.089,4.220E-4,4.221,0.104,4.220E-4,2.958,0.057,4.220E-4,-4.186,-0.072,4.220E-4,1.952,0.063,4.220E-4,-4.768,-0.098,4.220E-4,-4.766,-0.099,4.220E-4,4.689,0.135,4.220E-4,-1.840,-0.056,4.220E-4,-3.010,-0.026,4.220E-4,-3.711,-0.105,4.220E-4,-3.269,0.001,4.220E-4,-3.684,0.011,4.220E-4,4.977,0.005
4.240E-4,4.542,0.007,4.240E-4,1.454,0.030,4.240E-4,4.701,0.022,4.240E-4,4.815,0.016,4.240E-4,2.655,-0.009,4.240E-4,-4.998,-0.027,4.240E-4,3.232,0.097,4.240E-4,-4.987,-0.091,4.240E-4,4.751,0.116,4.240E-4,1.867,0.039,4.240E-4,-3.394,-0.049,4.240E-4,3.037,0.080,4.240E-4,-4.978,-0.103,4.240E-4,-4.275,-0.088,4.240E-4,4.962,0.138,4.240E-4,-2.406,-0.064,4.240E-4,-2.489,-0.015,4.240E-4,-1.063,-0.056,4.240E-4,-3.020,0.005,4.240E-4,-3.600,0.015,4.240E-4,4.970,0.010
4.260E-4,4.513,0.007,4.260E-4,1.506,0.029,4.260E-4,4.721,0.018,4.260E-4,4.804,0.018,4.260E-4,2.545,-0.007,4.260E-4,-4.971,-0.023,4.260E-4,3.692,0.101,4.260E-4,-4.776,-0.081,4.260E-4,4.967,0.118,4.260E-4,0.641,0.013,4.260E-4,-2.378,-0.025,4.260E-4,3.932,0.094,4.260E-4,-4.845,-0.098,4.260E-4,-3.509,-0.067,4.260E-4,4.922,0.130,4.260E-4,-2.930,-0.072,4.260E-4,-1.934,-0.004,4.260E-4,2.005,0.015,4.260E-4,-2.764,0.008,4.260E-4,-3.515,0.017,4.260E-4,4.958,0.007
4.280E-4,4.487,0.006,4.280E-4,1.568,0.030,4.280E-4,4.741,0.019,4.280E-4,4.781,0.013,4.280E-4,2.435,-0.006,4.280E-4,-4.921,-0.023,4.280E-4,4.082,0.104,4.280E-4,-4.280,-0.067,4.280E-4,4.878,0.111,4.280E-4,-0.602,-0.017,4.280E-4,-1.221,0.005,4.280E-4,4.579,0.107,4.280E-4,-4.425,-0.086,4.280E-4,-2.520,-0.044,4.280E-4,4.597,0.118,4.280E-4,-3.413,-0.077,4.280E-4,-1.342,0.008,4.280E-4,4.299,0.080,4.280E-4,-2.498,0.013,4.280E-4,-3.425,0.016,4.280E-4,4.953,0.006
4.300E-4,4.453,0.006,4.300E-4,1.618,0.029,4.300E-4,4.763,0.024,4.300E-4,4.762,0.012,4.300E-4,2.326,-0.010,4.300E-4,-4.854,-0.015,4.300E-4,4.418,0.102,4.300E-4,-3.513,-0.048,4.300E-4,4.497,0.100,4.300E-4,-1.800,-0.038,4.300E-4,0.034,0.034,4.300E-4,4.938,0.108,4.300E-4,-3.721,-0.072,4.300E-4,-1.373,-0.016,4.300E-4,3.977,0.102,4.300E-4,-3.843,-0.082,4.300E-4,-0.730,0.021,4.300E-4,4.929,0.118,4.300E-4,-2.222,0.018,4.300E-4,-3.341,0.017,4.300E-4,4.941,0.004
4.320E-4,4.432,0.006,4.320E-4,1.678,0.025,4.320E-4,4.778,0.025,4.320E-4,4.746,0.011,4.320E-4,2.212,-0.010,4.320E-4,-4.765,-0.012,4.320E-4,4.680,0.104,4.320E-4,-2.526,-0.022,4.320E-4,3.834,0.080,4.320E-4,-2.899,-0.062,4.320E-4,1.264,0.058,4.320E-4,4.977,0.105,4.320E-4,-2.796,-0.049,4.320E-4,-0.136,0.014,4.320E-4,3.098,0.082,4.320E-4,-4.206,-0.083,4.320E-4,-0.108,0.029,4.320E-4,3.723,0.107,4.320E-4,-1.934,0.023,4.320E-4,-3.246,0.017,4.320E-4,4.933,0.005
4.340E-4,4.399,0.005,4.340E-4,1.742,0.030,4.340E-4,4.802,0.024,4.340E-4,4.726,0.012,4.340E-4,2.104,-0.009,4.340E-4,-4.655,-0.007,4.340E-4,4.864,0.100,4.340E-4,-1.381,0.003,4.340E-4,2.933,0.057,4.340E-4,-3.811,-0.080,4.340E-4,2.433,0.079,4.340E-4,4.721,0.097,4.340E-4,-1.686,-0.021,4.340E-4,1.111,0.044,4.340E-4,2.038,0.054,4.340E-4,-4.513,-0.094,4.340E-4,0.517,0.038,4.340E-4,1.098,0.057,4.340E-4,-1.643,0.032,4.340E-4,-3.159,0.017,4.340E-4,4.918,0.002
4.360E-4,4.367,0.005,4.360E-4,1.797,0.034,4.360E-4,4.815,0.021,4.360E-4,4.707,0.011,4.360E-4,1.987,-0.011,4.360E-4,-4.541,-0.001,4.360E-4,4.972,0.095,4.360E-4,-0.143,0.030,4.360E-4,1.839,0.035,4.360E-4,-4.484,-0.084,4.360E-4,3.441,0.096,4.360E-4,4.170,0.079,4.360E-4,-0.456,0.006,4.360E-4,2.283,0.074,4.360E-4,0.834,0.030,4.360E-4,-4.738,-0.091,4.360E-4,1.131,0.051,4.360E-4,-1.958,-0.014,4.360E-4,-1.348,0.034,4.360E-4,-3.058,0.017,4.360E-4,4.912,-0.001
4.380E-4,4.330,0.001,4.380E-4,1.856,0.033,4.380E-4,4.828,0.021,4.380E-4,4.687,0.012,4.380E-4,1.870,-0.012,4.380E-4,-4.400,-0.003,4.380E-4,4.995,0.091,4.380E-4,1.103,0.055,4.380E-4,0.625,0.005,4.380E-4,-4.881,-0.087,4.380E-4,4.243,0.108,4.380E-4,3.360,0.060,4.380E-4,0.787,0.035,4.380E-4,3.323,0.096,4.380E-4,-0.418,-1.699E-4,4.380E-4,-4.896,-0.089,4.380E-4,1.736,0.066,4.380E-4,-4.263,-0.079,4.380E-4,-1.043,0.038,4.380E-4,-2.959,0.019,4.380E-4,4.896,-0.003
4.400E-4,4.299,0.001,4.400E-4,1.911,0.034,4.400E-4,4.840,0.021,4.400E-4,4.673,0.016,4.400E-4,1.747,-0.012,4.400E-4,-4.247,0.002,4.400E-4,4.946,0.085,4.400E-4,2.283,0.077,4.400E-4,-0.626,-0.021,4.400E-4,-4.954,-0.087,4.400E-4,4.767,0.113,4.400E-4,2.337,0.036,4.400E-4,1.983,0.067,4.400E-4,4.153,0.115,4.400E-4,-1.624,-0.029,4.400E-4,-4.973,-0.088,4.400E-4,2.306,0.078,4.400E-4,-4.929,-0.120,4.400E-4,-0.733,0.044,4.400E-4,-2.858,0.022,4.400E-4,4.878,0.002
4.420E-4,4.271,0.008,4.420E-4,1.965,0.035,4.420E-4,4.850,0.018,4.420E-4,4.642,0.012,4.420E-4,1.631,-0.010,4.420E-4,-4.071,0.005,4.420E-4,4.828,0.079,4.420E-4,3.312,0.093,4.420E-4,-1.825,-0.040,4.420E-4,-4.712,-0.077,4.420E-4,4.991,0.110,4.420E-4,1.159,0.017,4.420E-4,3.069,0.089,4.420E-4,4.726,0.127,4.420E-4,-2.731,-0.056,4.420E-4,-4.956,-0.086,4.420E-4,2.839,0.087,4.420E-4,-3.695,-0.109,4.420E-4,-0.423,0.046,4.420E-4,-2.757,0.024,4.420E-4,4.861,0.001
4.440E-4,4.232,0.007,4.440E-4,2.026,0.039,4.440E-4,4.867,0.019,4.440E-4,4.621,0.010,4.440E-4,1.516,-0.007,4.440E-4,-3.882,0.007,4.440E-4,4.624,0.072,4.440E-4,4.143,0.107,4.440E-4,-2.920,-0.058,4.440E-4,-4.180,-0.060,4.440E-4,4.905,0.107,4.440E-4,-0.088,-0.009,4.440E-4,3.956,0.110,4.440E-4,4.985,0.130,4.440E-4,-3.679,-0.081,4.440E-4,-4.870,-0.075,4.440E-4,3.330,0.093,4.440E-4,-1.062,-0.060,4.440E-4,-0.108,0.048,4.440E-4,-2.654,0.024,4.440E-4,4.850,-1.052E-4
4.460E-4,4.200,0.005,4.460E-4,2.085,0.034,4.460E-4,4.879,0.024,4.460E-4,4.602,0.014,4.460E-4,1.394,-0.009,4.460E-4,-3.673,0.010,4.460E-4,4.361,0.062,4.460E-4,4.714,0.115,4.460E-4,-3.842,-0.073,4.460E-4,-3.388,-0.040,4.460E-4,4.523,0.097,4.460E-4,-1.316,-0.032,4.460E-4,4.595,0.123,4.460E-4,4.936,0.130,4.460E-4,-4.398,-0.098,4.460E-4,-4.708,-0.069,4.460E-4,3.778,0.096,4.460E-4,2.014,0.007,4.460E-4,0.206,0.054,4.460E-4,-2.538,0.027,4.460E-4,4.837,0.004
4.480E-4,4.166,0.006,4.480E-4,2.141,0.036,4.480E-4,4.885,0.021,4.480E-4,4.579,0.012,4.480E-4,1.272,-0.012,4.480E-4,-3.456,0.012,4.480E-4,4.021,0.052,4.480E-4,4.978,0.119,4.480E-4,-4.511,-0.086,4.480E-4,-2.381,-0.021,4.480E-4,3.852,0.080,4.480E-4,-2.455,-0.050,4.480E-4,4.949,0.128,4.480E-4,4.592,0.113,4.480E-4,-4.839,-0.105,4.480E-4,-4.480,-0.058,4.480E-4,4.161,0.101,4.480E-4,4.313,0.074,4.480E-4,0.519,0.058,4.480E-4,-2.433,0.033,4.480E-4,4.822,0.001
4.500E-4,4.129,0.006,4.500E-4,2.196,0.034,4.500E-4,4.900,0.023,4.500E-4,4.554,0.010,4.500E-4,1.148,-0.014,4.500E-4,-3.219,0.021,4.500E-4,3.625,0.044,4.500E-4,4.924,0.119,4.500E-4,-4.907,-0.089,4.500E-4,-1.218,0.002,4.500E-4,2.951,0.056,4.500E-4,-3.463,-0.069,4.500E-4,4.975,0.127,4.500E-4,3.967,0.099,4.500E-4,-4.964,-0.105,4.500E-4,-4.171,-0.048,4.500E-4,4.466,0.099,4.500E-4,4.940,0.109,4.500E-4,0.823,0.063,4.500E-4,-2.333,0.030,4.500E-4,4.808,-0.004
4.520E-4,4.090,0.006,4.520E-4,2.250,0.036,4.520E-4,4.911,0.023,4.520E-4,4.536,0.007,4.520E-4,1.028,-0.012,4.520E-4,-2.973,0.025,4.520E-4,3.163,0.034,4.520E-4,4.577,0.107,4.520E-4,-4.976,-0.089,4.520E-4,0.027,0.028,4.520E-4,1.860,0.033,4.520E-4,-4.259,-0.081,4.520E-4,4.707,0.119,4.520E-4,3.080,0.076,4.520E-4,-4.768,-0.095,4.520E-4,-3.804,-0.037,4.520E-4,4.719,0.100,4.520E-4,3.734,0.099,4.520E-4,1.133,0.066,4.520E-4,-2.219,0.024,4.520E-4,4.797,-0.001
4.540E-4,4.051,0.003,4.540E-4,2.302,0.033,4.540E-4,4.919,0.022,4.540E-4,4.508,0.006,4.540E-4,0.910,-0.011,4.540E-4,-2.716,0.023,4.540E-4,2.648,0.021,4.540E-4,3.941,0.088,4.540E-4,-4.733,-0.080,4.540E-4,1.262,0.047,4.540E-4,0.644,0.002,4.540E-4,-4.769,-0.087,4.540E-4,4.143,0.106,4.540E-4,2.013,0.050,4.540E-4,-4.282,-0.082,4.540E-4,-3.374,-0.029,4.540E-4,4.890,0.105,4.540E-4,1.122,0.052,4.540E-4,1.439,0.071,4.540E-4,-2.102,0.029,4.540E-4,4.779,-1.052E-4
4.560E-4,4.011,0.002,4.560E-4,2.364,0.036,4.560E-4,4.927,0.019,4.560E-4,4.485,0.010,4.560E-4,0.790,-0.011,4.560E-4,-2.449,0.024,4.560E-4,2.103,0.008,4.560E-4,3.071,0.067,4.560E-4,-4.201,-0.064,4.560E-4,2.428,0.072,4.560E-4,-0.614,-0.026,4.560E-4,-4.990,-0.087,4.560E-4,3.332,0.088,4.560E-4,0.810,0.023,4.560E-4,-3.533,-0.066,4.560E-4,-2.890,-0.016,4.560E-4,4.969,0.105,4.560E-4,-1.944,-0.012,4.560E-4,1.733,0.072,4.560E-4,-1.985,0.033,4.560E-4,4.756,-0.003
4.580E-4,3.976,0.006,4.580E-4,2.416,0.036,4.580E-4,4.936,0.023,4.580E-4,4.458,0.007,4.580E-4,0.661,-0.010,4.580E-4,-2.172,0.030,4.580E-4,1.516,0.001,4.580E-4,1.992,0.040,4.580E-4,-3.404,-0.047,4.580E-4,3.436,0.091,4.580E-4,-1.819,-0.048,4.580E-4,-4.874,-0.081,4.580E-4,2.308,0.060,4.580E-4,-0.451,-0.007,4.580E-4,-2.548,-0.043,4.580E-4,-2.363,-0.006,4.580E-4,4.975,0.096,4.580E-4,-4.240,-0.082,4.580E-4,2.023,0.073,4.580E-4,-1.872,0.034,4.580E-4,4.737,-0.003
4.600E-4,3.941,0.010,4.600E-4,2.479,0.036,4.600E-4,4.940,0.028,4.600E-4,4.432,0.008,4.600E-4,0.532,-0.012,4.600E-4,-1.892,0.032,4.600E-4,0.912,-0.012,4.600E-4,0.786,0.008,4.600E-4,-2.398,-0.022,4.600E-4,4.237,0.104,4.600E-4,-2.904,-0.067,4.600E-4,-4.464,-0.062,4.600E-4,1.130,0.032,4.600E-4,-1.655,-0.039,4.600E-4,-1.404,-0.014,4.600E-4,-1.797,0.007,4.600E-4,4.914,0.093,4.600E-4,-4.914,-0.115,4.600E-4,2.304,0.076,4.600E-4,-1.759,0.035,4.600E-4,4.720,0.004
4.620E-4,3.898,0.010,4.620E-4,2.527,0.034,4.620E-4,4.950,0.027,4.620E-4,4.403,0.007,4.620E-4,0.415,-0.015,4.620E-4,-1.590,0.033,4.620E-4,0.283,-0.023,4.620E-4,-0.462,-0.021,4.620E-4,-1.227,0.005,4.620E-4,4.769,0.110,4.620E-4,-3.830,-0.082,4.620E-4,-3.776,-0.047,4.620E-4,-0.125,-0.001,4.620E-4,-2.768,-0.064,4.620E-4,-0.165,0.018,4.620E-4,-1.196,0.019,4.620E-4,4.779,0.084,4.620E-4,-3.692,-0.105,4.620E-4,2.574,0.077,4.620E-4,-1.630,0.041,4.620E-4,4.703,0.004
4.640E-4,3.855,0.006,4.640E-4,2.575,0.032,4.640E-4,4.952,0.024,4.640E-4,4.383,0.007,4.640E-4,0.287,-0.011,4.640E-4,-1.290,0.039,4.640E-4,-0.338,-0.032,4.640E-4,-1.669,-0.047,4.640E-4,0.017,0.033,4.640E-4,4.992,0.111,4.640E-4,-4.503,-0.087,4.640E-4,-2.855,-0.026,4.640E-4,-1.356,-0.032,4.640E-4,-3.716,-0.083,4.640E-4,1.074,0.041,4.640E-4,-0.584,0.034,4.640E-4,4.559,0.077,4.640E-4,-1.041,-0.060,4.640E-4,2.837,0.074,4.640E-4,-1.518,0.041,4.640E-4,4.682,0.005
4.660E-4,3.817,0.005,4.660E-4,2.638,0.032,4.660E-4,4.958,0.024,4.660E-4,4.339,0.003,4.660E-4,0.168,-0.017,4.660E-4,-0.994,0.043,4.660E-4,-0.966,-0.043,4.660E-4,-2.771,-0.065,4.660E-4,1.258,0.057,4.660E-4,4.900,0.108,4.660E-4,-4.901,-0.092,4.660E-4,-1.752,-0.006,4.660E-4,-2.493,-0.055,4.660E-4,-4.428,-0.100,4.660E-4,2.243,0.066,4.660E-4,0.040,0.052,4.660E-4,4.278,0.066,4.660E-4,2.021,0.006,4.660E-4,3.093,0.082,4.660E-4,-1.398,0.038,4.660E-4,4.657,0.002
4.680E-4,3.782,0.007,4.680E-4,2.695,0.033,4.680E-4,4.962,0.024,4.680E-4,4.315,-1.699E-4,4.680E-4,0.044,-0.017,4.680E-4,-0.686,0.044,4.680E-4,-1.571,-0.053,4.680E-4,-3.715,-0.078,4.680E-4,2.423,0.080,4.680E-4,4.524,0.091,4.680E-4,-4.975,-0.088,4.680E-4,-0.529,0.018,4.680E-4,-3.494,-0.073,4.680E-4,-4.862,-0.110,4.680E-4,3.288,0.088,4.680E-4,0.666,0.062,4.680E-4,3.918,0.056,4.680E-4,4.322,0.071,4.680E-4,3.335,0.085,4.680E-4,-1.278,0.038,4.680E-4,4.638,0.002
4.700E-4,3.739,0.010,4.700E-4,2.743,0.033,4.700E-4,4.969,0.023,4.700E-4,4.284,0.002,4.700E-4,-0.083,-0.017,4.700E-4,-0.374,0.051,4.700E-4,-2.156,-0.061,4.700E-4,-4.424,-0.092,4.700E-4,3.435,0.094,4.700E-4,3.850,0.073,4.700E-4,-4.739,-0.080,4.700E-4,0.718,0.041,4.700E-4,-4.279,-0.093,4.700E-4,-4.979,-0.108,4.700E-4,4.127,0.110,4.700E-4,1.280,0.068,4.700E-4,3.504,0.043,4.700E-4,4.949,0.109,4.700E-4,3.557,0.088,4.700E-4,-1.156,0.035,4.700E-4,4.618,-0.001
4.720E-4,3.694,0.003,4.720E-4,2.800,0.032,4.720E-4,4.969,0.023,4.720E-4,4.254,0.005,4.720E-4,-0.208,-0.016,4.720E-4,-0.055,0.055,4.720E-4,-2.697,-0.066,4.720E-4,-4.846,-0.097,4.720E-4,4.234,0.105,4.720E-4,2.949,0.051,4.720E-4,-4.203,-0.067,4.720E-4,1.918,0.060,4.720E-4,-4.780,-0.099,4.720E-4,-4.779,-0.095,4.720E-4,4.712,0.124,4.720E-4,1.875,0.082,4.720E-4,3.042,0.034,4.720E-4,3.749,0.100,4.720E-4,3.769,0.089,4.720E-4,-1.033,0.035,4.720E-4,4.592,-0.003
4.740E-4,3.658,0.006,4.740E-4,2.851,0.036,4.740E-4,4.977,0.024,4.740E-4,4.221,0.003,4.740E-4,-0.329,-0.018,4.740E-4,0.260,0.055,4.740E-4,-3.201,-0.071,4.740E-4,-4.960,-0.093,4.740E-4,4.763,0.112,4.740E-4,1.859,0.029,4.740E-4,-3.415,-0.042,4.740E-4,3.008,0.079,4.740E-4,-4.992,-0.101,4.740E-4,-4.286,-0.082,4.740E-4,4.983,0.130,4.740E-4,2.439,0.085,4.740E-4,2.518,0.023,4.740E-4,1.113,0.052,4.740E-4,3.963,0.087,4.740E-4,-0.907,0.035,4.740E-4,4.573,-0.004
4.760E-4,3.609,0.008,4.760E-4,2.908,0.034,4.760E-4,4.979,0.027,4.760E-4,4.188,0.005,4.760E-4,-0.449,-0.017,4.760E-4,0.572,0.056,4.760E-4,-3.660,-0.073,4.760E-4,-4.751,-0.084,4.760E-4,4.988,0.110,4.760E-4,0.635,0.007,4.760E-4,-2.407,-0.017,4.760E-4,3.904,0.099,4.760E-4,-4.865,-0.095,4.760E-4,-3.526,-0.066,4.760E-4,4.941,0.130,4.760E-4,2.960,0.093,4.760E-4,1.961,0.010,4.760E-4,-1.940,-0.012,4.760E-4,4.147,0.085,4.760E-4,-0.780,0.039,4.760E-4,4.547,0.001
4.780E-4,3.565,0.005,4.780E-4,2.956,0.032,4.780E-4,4.978,0.027,4.780E-4,4.155,0.005,4.780E-4,-0.581,-0.018,4.780E-4,0.876,0.056,4.780E-4,-4.057,-0.076,4.780E-4,-4.252,-0.072,4.780E-4,4.898,0.107,4.780E-4,-0.614,-0.015,4.780E-4,-1.250,0.006,4.780E-4,4.553,0.108,4.780E-4,-4.445,-0.084,4.780E-4,-2.540,-0.037,4.780E-4,4.608,0.116,4.780E-4,3.443,0.104,4.780E-4,1.373,-0.007,4.780E-4,-4.243,-0.075,4.780E-4,4.309,0.082,4.780E-4,-0.655,0.040,4.780E-4,4.527,-0.001
4.800E-4,3.525,0.003,4.800E-4,3.011,0.029,4.800E-4,4.980,0.025,4.800E-4,4.117,0.003,4.800E-4,-0.697,-0.025,4.800E-4,1.185,0.060,4.800E-4,-4.390,-0.077,4.800E-4,-3.489,-0.049,4.800E-4,4.519,0.094,4.800E-4,-1.814,-0.038,4.800E-4,-0.001,0.033,4.800E-4,4.914,0.115,4.800E-4,-3.743,-0.069,4.800E-4,-1.394,-0.010,4.800E-4,3.976,0.096,4.800E-4,3.867,0.108,4.800E-4,0.759,-0.020,4.800E-4,-4.911,-0.110,4.800E-4,4.463,0.082,4.800E-4,-0.529,0.040,4.800E-4,4.497,-0.003
4.820E-4,3.481,0.007,4.820E-4,3.066,0.029,4.820E-4,4.978,0.027,4.820E-4,4.082,0.002,4.820E-4,-0.821,-0.023,4.820E-4,1.490,0.061,4.820E-4,-4.655,-0.078,4.820E-4,-2.499,-0.028,4.820E-4,3.856,0.076,4.820E-4,-2.912,-0.060,4.820E-4,1.234,0.060,4.820E-4,4.955,0.111,4.820E-4,-2.820,-0.043,4.820E-4,-0.156,0.018,4.820E-4,3.104,0.072,4.820E-4,4.228,0.113,4.820E-4,0.140,-0.029,4.820E-4,-3.687,-0.101,4.820E-4,4.593,0.083,4.820E-4,-0.408,0.040,4.820E-4,4.468,-0.006
4.840E-4,3.437,0.006,4.840E-4,3.114,0.027,4.840E-4,4.984,0.027,4.840E-4,4.055,0.003,4.840E-4,-0.938,-0.025,4.840E-4,1.782,0.068,4.840E-4,-4.854,-0.080,4.840E-4,-1.356,-1.699E-4,4.840E-4,2.961,0.054,4.840E-4,-3.828,-0.075,4.840E-4,2.398,0.083,4.840E-4,4.702,0.104,4.840E-4,-1.703,-0.015,4.840E-4,1.086,0.050,4.840E-4,2.044,0.049,4.840E-4,4.525,0.117,4.840E-4,-0.493,-0.045,4.840E-4,-1.051,-0.059,4.840E-4,4.702,0.080,4.840E-4,-0.277,0.038,4.840E-4,4.444,-0.010
4.860E-4,3.392,0.003,4.860E-4,3.163,0.027,4.860E-4,4.973,0.025,4.860E-4,4.010,0.002,4.860E-4,-1.060,-0.023,4.860E-4,2.068,0.069,4.860E-4,-4.965,-0.072,4.860E-4,-0.111,0.030,4.860E-4,1.863,0.028,4.860E-4,-4.506,-0.087,4.860E-4,3.410,0.099,4.860E-4,4.158,0.088,4.860E-4,-0.484,0.013,4.860E-4,2.259,0.078,4.860E-4,0.842,0.022,4.860E-4,4.752,0.118,4.860E-4,-1.104,-0.055,4.860E-4,2.015,0.007,4.860E-4,4.801,0.083,4.860E-4,-0.147,0.035,4.860E-4,4.424,-0.009
4.880E-4,3.351,-1.699E-4,4.880E-4,3.213,0.029,4.880E-4,4.975,0.022,4.880E-4,3.968,0.002,4.880E-4,-1.188,-0.028,4.880E-4,2.353,0.072,4.880E-4,-4.998,-0.066,4.880E-4,1.123,0.055,4.880E-4,0.647,-0.003,4.880E-4,-4.915,-0.089,4.880E-4,4.221,0.111,4.880E-4,3.346,0.063,4.880E-4,0.759,0.044,4.880E-4,3.297,0.101,4.880E-4,-0.423,-0.004,4.880E-4,4.901,0.113,4.880E-4,-1.701,-0.065,4.880E-4,4.309,0.073,4.880E-4,4.877,0.079,4.880E-4,-0.025,0.035,4.880E-4,4.394,-0.004
4.900E-4,3.303,-0.001,4.900E-4,3.264,0.030,4.900E-4,4.973,0.021,4.900E-4,3.933,0.002,4.900E-4,-1.300,-0.027,4.900E-4,2.621,0.073,4.900E-4,-4.939,-0.058,4.900E-4,2.296,0.076,4.900E-4,-0.601,-0.027,4.900E-4,-4.981,-0.084,4.900E-4,4.753,0.121,4.900E-4,2.331,0.040,4.900E-4,1.960,0.071,4.900E-4,4.118,0.119,4.900E-4,-1.635,-0.033,4.900E-4,4.969,0.108,4.900E-4,-2.283,-0.073,4.900E-4,4.939,0.111,4.900E-4,4.928,0.078,4.900E-4,0.105,0.034,4.900E-4,4.361,-0.004
4.920E-4,3.258,0.001,4.920E-4,3.312,0.030,4.920E-4,4.968,0.021,4.920E-4,3.894,0.003,4.920E-4,-1.426,-0.023,4.920E-4,2.884,0.073,4.920E-4,-4.822,-0.055,4.920E-4,3.325,0.094,4.920E-4,-1.803,-0.047,4.920E-4,-4.737,-0.076,4.920E-4,4.969,0.117,4.920E-4,1.152,0.018,4.920E-4,3.044,0.095,4.920E-4,4.692,0.132,4.920E-4,-2.743,-0.060,4.920E-4,4.957,0.105,4.920E-4,-2.822,-0.082,4.920E-4,3.724,0.106,4.920E-4,4.962,0.078,4.920E-4,0.232,0.039,4.920E-4,4.333,-0.006
4.940E-4,3.214,0.003,4.940E-4,3.358,0.030,4.940E-4,4.969,0.019,4.940E-4,3.850,0.002,4.940E-4,-1.543,-0.022,4.940E-4,3.133,0.073,4.940E-4,-4.619,-0.042,4.940E-4,4.154,0.112,4.940E-4,-2.897,-0.065,4.940E-4,-4.210,-0.061,4.940E-4,4.885,0.112,4.940E-4,-0.093,-0.003,4.940E-4,3.937,0.115,4.940E-4,4.958,0.135,4.940E-4,-3.694,-0.081,4.940E-4,4.873,0.094,4.940E-4,-3.306,-0.084,4.940E-4,1.108,0.058,4.940E-4,4.973,0.071,4.940E-4,0.356,0.043,4.940E-4,4.309,-0.005
